Event_Title,Date,Time,Venue,Address,url,Latitude,Longitude
Christmas@ZCK,2024-12-14,5:30,ZEE CHENG KHOR COMMUNITY CENTRE,"14-26 Audsley Street #1 Clayton South, VIC 3169",https://www.eventbrite.com.au/e/christmaszck-tickets-1090295094979?aff=ebdssbdestsearch,-37.931192,145.122415
MTG - Chaos Draft Event - Gameology CLAYTON SOUTH - 14/12/2024,2024-12-14,01:30,Gameology,"12 Eileen Road Clayton South, VIC 3169",https://www.eventbrite.com.au/e/mtg-chaos-draft-event-gameology-clayton-south-14122024-tickets-1052932037067?aff=ebdssbdestsearch,-37.9512104,145.1347381
Celeste V2 - A night Unscripted,2024-12-14,18:00,400 City Rd,"400 City Road Southbank, VIC 3006",https://www.eventbrite.com/e/celeste-v2-a-night-unscripted-registration-1044577067127?aff=ebdssbdestsearch,-37.829386,144.9556897
Edo Club Awareness Day Celebration 2024,2024-12-14,17:00,Collingwood Town Hall,"140 Hoddle Street Abbotsford, VIC 3067",https://www.eventbrite.com.au/e/edo-club-awareness-day-celebration-2024-tickets-1015096068667?aff=ebdssbdestsearch,-37.8039527,144.9929394
What happens when we... - An exploration of Authentic Relating.,2024-12-14,06:30,Centre of You,"Upstairs, 217 Chapel St Prahran Melbourne, VIC 3181",https://www.eventbrite.com.au/e/what-happens-when-we-an-exploration-of-authentic-relating-tickets-1095817984089?aff=ebdssbdestsearch,-37.8509316,144.9933031
DESIRE'S FINAL EVENT FOR 2024 (FIRE & DESIRE),2024-12-14,22:00,Club Pandora,"127 Dorcas Street South Melbourne, VIC 3205",https://www.eventbrite.com/e/desires-final-event-for-2024-fire-desire-tickets-1079095185749?aff=ebdssbdestsearch,-37.831769,144.96557
2024 TEAM TAEKWONDO MEMBERS PRESENTATION & FAMILY,2024-12-14,15:00,Team Taekwondo and Fitness Centre,"128 Sussex Street Pascoe Vale, VIC 3044",https://www.eventbrite.com.au/e/2024-team-taekwondo-members-presentation-family-tickets-1061190903559?aff=ebdssbdestsearch,-37.7312222,144.9501433
Movies Under the Stars — Home Alone,2024-12-14,18:00,Sir Douglas Nicholls Oval,"Watt Street Thornbury, VIC 3071",https://www.eventbrite.com.au/e/movies-under-the-stars-home-alone-tickets-1040342080167?aff=ebdssbdestsearch,-37.7534508,144.996446
Warg presents Stef Mendesidis [LIVE],2024-12-14,19:00,The Third Day,"290 Macaulay Road North Melbourne, VIC 3051",https://www.eventbrite.com.au/e/warg-presents-stef-mendesidis-live-tickets-1075324327009?aff=ebdssbdestsearch,-37.79495975,144.93665199999998
RESTART YOUR LIFE -  REACH YOUR GOALS IN 2025,2024-12-14,09:00,Novotel Melbourne Preston,"215 Bell Street Preston, VIC 3072",https://www.eventbrite.com.au/e/restart-your-life-reach-your-goals-in-2025-tickets-1056404697889?aff=ebdssbdestsearch,-37.7463305,145.008329
Macleod Village Christmas Fair and Market - $15 UNLIMITED RIDES WRIST BANDS,2024-12-14,10:00,Macleod Village Rotunda,"Aberdeen Road Macleod, VIC 3085",https://www.eventbrite.com.au/e/macleod-village-christmas-fair-and-market-15-unlimited-rides-wrist-bands-tickets-1061855250639?aff=ebdssbdestsearch,-37.7273508,145.0701041
Drum Circle,2024-12-14,13:00,Studley Park Boathouse,"1 Boathouse Road Kew, VIC 3101",https://www.eventbrite.com/e/drum-circle-tickets-1091937256729?aff=ebdssbdestsearch,-37.8012864,145.0074981
"SHOOTERS SHOOT: 4TH MAJOR CHARITY BASKETBALL EVENT, 4 OURS",2024-12-14,10:00,Seaworks Maritime Precinct,"82 Nelson Place #82 Williamstown, VIC 3016",https://www.eventbrite.com/e/shooters-shoot-4th-major-charity-basketball-event-4-ours-tickets-1054456871889?aff=ebdssbdestsearch,,
Cheese 101: Behind the Rind DECEMBER 2024,2024-12-14,14:00,Maker and Monger,"163 Commercial Road #Stall 98 South Yarra, VIC 3141",https://www.eventbrite.com.au/e/cheese-101-behind-the-rind-december-2024-tickets-1079911878499?aff=ebdssbdestsearch,-37.8460264,144.992686
Arcoíris Queer Latin Party: Santa en Verano,2024-12-14,22:00,Inflation Entertainment Complex,"60 King Street Melbourne, VIC 3000",https://www.eventbrite.com.au/e/arcoiris-queer-latin-party-santa-en-verano-tickets-1088590335999?aff=ebdssbdestsearch,-37.8188863,144.9571605
TRIBE: FOREVER | DECEMBER 14th | Bourke Street Courtyard,2024-12-14,22:00,Bourke Street Courtyard,"629 Bourke Street Melbourne, VIC 3004",https://www.eventbrite.com.au/e/tribe-forever-december-14th-bourke-street-courtyard-tickets-1082890888799?aff=ebdssbdestsearch,-37.8168528,144.9552468
SERÜM. - 14/12/24,2024-12-14,21:00,134 Greville St,"134 Greville Street Prahran, VIC 3181",https://www.eventbrite.com.au/e/serum-141224-tickets-1089575071369?aff=ebdssbdestsearch,-37.8493753,144.9912467
Sake x Ghibli Jazz (Special Robata lunch set menu),2024-12-14,12:30,KURA,"30 Lygon Street #Shop 1/22 Brunswick East, VIC 3057",https://www.eventbrite.com.au/e/sake-x-ghibli-jazz-special-robata-lunch-set-menu-tickets-1061202066949?aff=ebdssbdestsearch,-37.7778396,144.970932
Eucalyptus Botanical Dye Workshop,2024-12-14,11:00,NECCHi East Coburg Neighbourhood House,"32 Nicholson Street Coburg, VIC 3058",https://www.eventbrite.com.au/e/eucalyptus-botanical-dye-workshop-tickets-1091048077169?aff=ebdssbdestsearch,-37.7541036,144.976162
Bloody Ripper 'I Hardly Know Her' Album Launch,2024-12-14,19:00,Stay Gold,"133 Sydney Rd Brunswick Melbourne, VIC 3056",https://www.eventbrite.com.au/e/bloody-ripper-i-hardly-know-her-album-launch-tickets-1079982359309?aff=ebdssbdestsearch,-37.7743822,144.9606172
Adam Mendum & Carl Winfield @ The Thornbury Local,2024-12-14,20:00,The Thornbury Local,"635 High St, Thornbury VIC 3071, Australia",https://www.facebook.com/events/2097495117354005/,-37.76165125,144.99987967655426
DATES OR MATES,2024-12-14,15:00,Beans Bar,"325 Smith Street Fitzroy, VIC 3065",https://www.eventbrite.com/e/dates-or-mates-tickets-1095020548939?aff=ebdssbdestsearch,-37.799338,144.984041
Reveal your radiance -  Ayurvedic Rituals for Summer Workshop,2024-12-14,16:00,Moss Studios,"101 Evans Street Brunswick, VIC 3056",https://www.eventbrite.com.au/e/reveal-your-radiance-ayurvedic-rituals-for-summer-workshop-tickets-1096825036209?aff=ebdssbdestsearch,-37.77035559999999,144.9709215
SLACK SOUND SYSTEM,2024-12-14,13:00,Carlton Brewhouse,"24 Thompson Street Abbotsford, VIC 3067",https://www.eventbrite.com.au/e/slack-sound-system-tickets-1095928384299?aff=ebdssbdestsearch,-37.8096501,145.0041255
Strength & Inversion Yoga Masterclass,2024-12-14,14:00,Radiant Sol Yoga,"418 Bay Street Port Melbourne, VIC 3207",https://www.eventbrite.com.au/e/strength-inversion-yoga-masterclass-tickets-800584970197?aff=ebdssbdestsearch,-37.8351246,144.9462521
Handmade Gems:  Clay Earrings  & Keychains,2024-12-14,14:00,Unassigned Gallery,"55 Edward Street Brunswick, VIC 3056",https://www.eventbrite.com.au/e/handmade-gems-clay-earrings-keychains-tickets-1098434841179?aff=ebdssbdestsearch,-37.7738302,144.9609793
"Sound Healing, Full Moon in Gemini Ritual & Sound Bath",2024-12-14,19:30,Private Studio St Kilda East (see email for address),"Lansdowne street St Kilda East, VIC 3183",https://www.eventbrite.com.au/e/sound-healing-full-moon-in-gemini-ritual-sound-bath-tickets-1086269634719?aff=ebdssbdestsearch,-37.812027,144.9778953
St Kilda Bar Crawl| Melbourne Working Holiday Girls,2024-12-14,06:30,Red Eye Bar,"17 Carlisle Street St Kilda, VIC 3182",https://www.eventbrite.com.au/e/st-kilda-bar-crawl-melbourne-working-holiday-girls-tickets-1097035044349?aff=ebdssbdestsearch,-37.8672306,144.9801502
Pop Icon Dance / Oh Santa! (Christmas Dance Class),2024-12-14,14:00,Glow Dance - North Fitzroy - Dance Fitness,"Fergie Street Fitzroy North, VIC 3068",https://www.eventbrite.com.au/e/pop-icon-dance-oh-santa-christmas-dance-class-tickets-1093208067759?aff=ebdssbdestsearch,-37.7839152,144.9845867
UPRT Workshop | Loss of Control Prevention for Pilots,2024-12-14,08:00,19 Second Ave,"19 Second Avenue Moorabbin Airport, VIC 3194",https://www.eventbrite.com.au/e/uprt-workshop-loss-of-control-prevention-for-pilots-tickets-1059258724359?aff=ebdssbdestsearch,-37.97581760000001,145.0902258
Adventures in Neverland,2024-12-14,09:30,St Kilda Botanical Gardens,"11 Herbert Street St Kilda, VIC 3182",https://www.eventbrite.com.au/e/adventures-in-neverland-tickets-1054826597749?aff=ebdssbdestsearch,-37.8713506,144.9824183
Kimchi making cooking class,2024-12-14,11:00,79 Sunshine Rd,"79 Sunshine Road West Footscray, VIC 3012",https://www.eventbrite.com.au/e/kimchi-making-cooking-class-tickets-875808656267?aff=ebdssbdestsearch,-37.800945,144.8690151
"ARTISA CHEESE, CHOCOLATE & Wine Matching",2024-12-14,15:30,"Life's Too Short Bar, Tribeca Arcade, Victoria Parade, East Melbourne VIC, Australia","412 Victoria Parade #Shop 2 East Melbourne, VIC 3002",https://www.eventbrite.com.au/e/artisa-cheese-chocolate-wine-matching-tickets-855003958857?aff=ebdssbdestsearch,-37.8096207,144.985273
"Xmas Dinner Singles Over 40, 50 60+ | ""Mingle & Jingle"" |  Dining package",2024-12-14,05:30,Sandbelt Club Hotel,"630 South Road Moorabbin, VIC 3189",https://www.eventbrite.com.au/e/xmas-dinner-singles-over-40-50-60-mingle-jingle-dining-package-tickets-1089712261709?aff=ebdssbdestsearch,-37.9397775,145.069408
Pilates and Prosecco at Health104,2024-12-14,03:30,Health104 Middle Park,"104 Canterbury Road Middle Park, VIC 3180",https://www.eventbrite.com.au/e/pilates-and-prosecco-at-health104-tickets-1077161401749?aff=ebdssbdestsearch,-37.8501007,144.9651687
AGE Of LOVE - P!NK Party,2024-12-14,21:00,The Nashaa Club,"8 Jackson Street Toorak, VIC 3142",https://www.eventbrite.com.au/e/age-of-love-pnk-party-tickets-964336274757?aff=ebdssbdestsearch,-37.8399924,145.0075974
Live jazz at the VJC with the Des Camm Jazz Band,2024-12-14,20:00,Clayton RSL,"171 Carinish Road Clayton, VIC 3168",https://www.eventbrite.com.au/e/live-jazz-at-the-vjc-with-the-des-camm-jazz-band-tickets-1063996364769?aff=ebdssbdestsearch,-37.9253129,145.1225275
Last Man Standing at Strathmore CC,2024-12-14,20:00,"Lebanon Reserve, Mascoma Street, Strathmore VIC, Australia","10 Mascoma Street Strathmore, VIC 3041",https://www.eventbrite.com.au/e/last-man-standing-at-strathmore-cc-tickets-1072839615169?aff=ebdssbdestsearch,-37.7278328,144.9207629
Christmas Cookie Swap,2024-12-14,10:00,Co.Bake Space,"239 Swan Street Richmond, VIC 3121",https://www.eventbrite.com/e/christmas-cookie-swap-tickets-1076332572699?aff=ebdssbdestsearch,-37.825764,145.000489
CHRISTMAS GARAGE SALE ,2024-12-14,12:00,Northcote Social Club,"301 High St, Northcote VIC 3070, Australia",https://www.facebook.com/events/1249490449674175/,-37.771471,144.998414
Tangular: DJ Kiti + Friends,2024-12-14,0:00,Wax Music Lounge,"250 Flinders St, Melbourne VIC 3000, Australia",https://www.facebook.com/events/960319379453046/,-37.8176298,144.9661635
"Dux Nuts, Showcasing Great Oz Rock",2024-12-14,20:00,Lucky 13 Garage,"8 Cochranes Rd, Moorabbin VIC 3189, Australia",https://www.facebook.com/events/1603161406938275/,-37.94349189,145.07036236060654
The Tram Tracks Tour 2024 @ The Toff In Town,2024-12-14,0:00,The Toff,"2f/252 Swanston St, Melbourne VIC 3000, Australia",https://www.facebook.com/events/1759618528161451/,-37.80660325,144.9628141258931
"Xmas bash featuring Brown Spirits, Zelkova and more ..",2024-12-14,20:00,Cactus Room,"614 High St, Thornbury VIC 3071, Australia",https://www.facebook.com/events/549871414329915/,-37.76125825,145.00041662186553
George Michael & Whitney: Keep The Faith,2024-12-14,18:00,Bird's Basement,"11 Singers Ln, Melbourne VIC 3000, Australia",https://www.facebook.com/events/1191660282061258/,-37.81114416,144.95680390283175
"(Sat, Dec 14) ALICE ANDERSEN + Beacs (George Lane Matinee Sessions)",2024-12-14,0:00,George Lane St Kilda,"1 George Ln, St Kilda VIC 3182, Australia",https://www.facebook.com/events/1612034022998514/,-37.85997305,144.9780306
Exek / R.M.F.C / G2g Live at The Curtin,2024-12-14,20:00,THE CURTIN (John Curtin hotel),"29 Lygon St, Carlton VIC 3053, Australia",https://www.facebook.com/events/1283234586029942/,-37.8061581,144.9657057
ODK | BREATHE | SINGLE LAUNCH,2024-12-14,19:00,Mamma Chen's,"42A Albert St, Footscray VIC 3011, Australia",https://www.facebook.com/events/535165476083681/,-37.8047552,144.89727240000002
Vibe Studios 20th Anniversary Spectacular,2024-12-14,17:00,Palais Theatre,"Lower Esplanade, St Kilda VIC 3182, Australia",https://www.facebook.com/events/454960054288747/,-37.86708671,144.97599656199426
Into The Mystic - The Music Of Van Morrison | MEMO Music Hall,2024-12-14,19:00,MEMO Music Hall,"88 Acland St, St Kilda VIC 3182, Australia",https://www.facebook.com/events/3316631251978846/,-37.8671902,144.9786817
When Kev Met Bob Rides Again,2024-12-14,20:30,Northcote Social Club,"301 High St, Northcote VIC 3070, Australia",https://www.facebook.com/events/1690030328442769/,-37.771471,144.998414
RINI - Somewhere in Time Tour | Naarm/Melbourne,2024-12-14,19:30,Forum Melbourne,"154 Flinders St, Melbourne VIC 3000, Australia",https://www.facebook.com/events/1326177275419144/,-37.81644145,144.9693768124984
Voyager 2024,2024-12-14,0:00,24 Moons,"2 Arthurton Rd, Northcote VIC 3070, Australia",https://www.facebook.com/events/2331006080585343/,-37.7691418,144.9982614
"Mel Searle Presents: ‘The Christmas Song’ - An Ella, Nat King Cole & Friends Swingin' Christmas",2024-12-14,0:00,Paris Cat Jazz Club,"6 Goldie Pl, Melbourne VIC 3000, Australia",https://www.facebook.com/events/1662965077627158/,-37.8133262,144.96060714767358
The Blues Brothers Show @ Oakleigh Music Hall,2024-12-14,20:00,Oakleigh Carnegie RSL,"95/97 Drummond St, Oakleigh VIC 3166, Australia",https://www.facebook.com/events/536992059054981/,-37.8968576,145.08963741959553
Koorie Krismas,2024-12-14,0:00,Fed Square,"Swanston St &, Flinders St, Melbourne VIC 3000, Australia",https://www.facebook.com/events/8255812904524887/,-37.81767355,144.9667825800355
Women's Circle + Picnic In The Park,2024-12-15,11:00,"Edinburgh Gardens, Alfred Crescent, Fitzroy North VIC, Australia","Alfred Crescent Fitzroy North, VIC 3068",https://www.eventbrite.com.au/e/womens-circle-picnic-in-the-park-tickets-1086481247659?aff=ebdssbdestsearch,-37.7879796,144.9855187
Illuminating the Spirit: Full Moon Yoga & Meditation,2024-12-15,19:00,Janefield Community Centre,"2 Manchester Crescent Bundoora, VIC 3083",https://www.eventbrite.com/e/illuminating-the-spirit-full-moon-yoga-meditation-tickets-1078933070859?aff=ebdssbdestsearch,-37.6830734,145.0745351
The Melbourne French Wine Festival,2024-12-15,10:00,The Mission to Seafarers Victoria,"717 Flinders Street Docklands, VIC 3008",https://www.eventbrite.com.au/e/the-melbourne-french-wine-festival-tickets-1053119361359?aff=ebdssbdestsearch,-37.8225172,144.951249
Over 40s Bushwalking Club Xmas Party,2024-12-15,10:00,Fitzroy Victoria Bowling & Sports Club,"578 Brunswick Street Fitzroy North, VIC 3068",https://www.eventbrite.com.au/e/over-40s-bushwalking-club-xmas-party-tickets-1080880214819?aff=ebdssbdestsearch,-37.7879945,144.9806064
墨尔本-望子成凤返场,2024-12-15,7:30,Library at The Dock,"107 Victoria Harbour Promenade Docklands, VIC 3008",https://www.eventbrite.com/e/1079981617089?aff=ebdssbdestsearch,-37.8200204,144.94054449965813
FullMoon Ceremonial Cacao Circle & Mug Making Event,2024-12-15,11:00,Half Moon Temple,"204 Church Street Richmond, VIC 3121",https://www.eventbrite.com.au/e/fullmoon-ceremonial-cacao-circle-mug-making-event-tickets-956736664117?aff=ebdssbdestsearch,-37.8170367,144.9991899
Soulmate Speed Dating,2024-12-15,15:00,Moss Studios,"101 Evans Street Brunswick, VIC 3056",https://www.eventbrite.com.au/e/soulmate-speed-dating-tickets-1076274709629?aff=ebdssbdestsearch,-37.7703556,144.9709215
Paint Your Dog | Melbourne Painting Class,2024-12-15,13:45,Paint for Fun's Studios,"252 Graham Street Port Melbourne, VIC 3207",https://www.eventbrite.com.au/e/paint-your-dog-melbourne-painting-class-tickets-1004867635147?aff=ebdssbdestsearch,-37.8386778,144.9385789
Spinal Energetics & Breathwork with Dr Brendan Rose,2024-12-15,12:30,Vyve Meditation Centre,"266 Bolton Street #1A Eltham, VIC 3095",https://www.eventbrite.com.au/e/spinal-energetics-breathwork-with-dr-brendan-rose-tickets-1094916557899?aff=ebdssbdestsearch,-37.720178,145.138187
The Sacred: Cacao Ceremony,2024-12-15,11:00,Moss Studios,"101 Evans Street Brunswick, VIC 3056",https://www.eventbrite.com.au/e/the-sacred-cacao-ceremony-tickets-1032902989647?aff=ebdssbdestsearch,-37.77035559999999,144.9709215
MUPS 2024 Summer Concert,2024-12-15,15:00,Firbank Grammar School,"51 Outer Crescent Brighton, VIC 3186",https://www.eventbrite.com.au/e/mups-2024-summer-concert-tickets-1090969772959?aff=ebdssbdestsearch,-37.9065566,144.9966407
Cardfight! Vanguard - MyGO! Panorama Cup - Gameology CLAYTON SOUTH 15/12,2024-12-15,12:30,Gameology,"12 Eileen Road Clayton South, VIC 3169",https://www.eventbrite.com.au/e/cardfight-vanguard-mygo-panorama-cup-gameology-clayton-south-1512-tickets-1095807422499?aff=ebdssbdestsearch,-37.9512104,145.1347381
End of year Megaboat Party,2024-12-15,18:30,"111 Merchant Street, Docklands VIC, Australia","111 Merchant Street Docklands, VIC 3008",https://www.eventbrite.com.au/e/end-of-year-megaboat-party-tickets-1075495208119?aff=ebdssbdestsearch,-37.8191523,144.9431086
Ecstatic Temple: The Four Elements Ecstatic Dance ft. Kundalini Project,2024-12-15,17:00,St Ambrose Hall,"3 Dawson Street Brunswick, VIC 3056",https://www.eventbrite.com.au/e/ecstatic-temple-the-four-elements-ecstatic-dance-ft-kundalini-project-tickets-1067224530299?aff=ebdssbdestsearch,-37.7716243,144.9598747
Women's Well-Being Workshop,2024-12-15,10:00,7 Duke St,"7 Duke Street Braybrook, VIC 3020",https://www.eventbrite.com.au/e/womens-well-being-workshop-tickets-1098320870289?aff=ebdssbdestsearch,-37.7930006,144.8446742
Sound Circle - Candlelit Journey's inward,2024-12-15,16:00,level 1/14 Pakington St,"14 Pakington Street #level 1 St Kilda, VIC 3182",https://www.eventbrite.com.au/e/sound-circle-candlelit-journeys-inward-tickets-913684774757?aff=ebdssbdestsearch,-37.8655601,144.9873231
HEAL: Alchemising Trauma Through Deep Forgiveness Work.,2024-12-15,08:00,Centre of You,"Upstairs, 217 Chapel St Prahran Melbourne, VIC 3181",https://www.eventbrite.com.au/e/heal-alchemising-trauma-through-deep-forgiveness-work-tickets-1094872466019?aff=ebdssbdestsearch,-37.8509316,144.9933031
Friends On Purpose: Bead and Sip,2024-12-15,15:00,Two Hands Rooftop Bar & Beer Garden Eatery,"311A Victoria Street Abbotsford, VIC 3067",https://www.eventbrite.com.au/e/friends-on-purpose-bead-and-sip-tickets-1086516051759?aff=ebdssbdestsearch,-37.8097957,144.995176
SUMMER SOUNDS,2024-12-15,16:00,Bombabar,"103 Lonsdale Street Melbourne, VIC 3000",https://www.eventbrite.com.au/e/summer-sounds-tickets-1085725828179?aff=ebdssbdestsearch,-37.8104213,144.9691111
The Band Who Knew Too Much Xmas Party  at The Lomond Hotel,2024-12-15,17:00,The Lomond Hotel,"225 Nicholson Street Brunswick East, VIC 3057",https://www.eventbrite.com.au/e/the-band-who-knew-too-much-xmas-party-at-the-lomond-hotel-tickets-1078022437129?aff=ebdssbdestsearch,-37.7670861,144.9800057
OTIUM x ADEX DETAILING END OF YEAR PARTY 2024!,2024-12-15,13:30,Monzarella Italian Restaurant,"231 Nelson Place Williamstown, VIC 3016",https://www.eventbrite.com.au/e/otium-x-adex-detailing-end-of-year-party-2024-tickets-1097897092759?aff=ebdssbdestsearch,-37.8615313,144.9023294
Trionfi Trinket Soiree,2024-12-15,16:00,"Mural Hall, Abbotsford Convent","1 Saint Heliers Street Abbotsford, VIC 3067",https://www.eventbrite.com.au/e/trionfi-trinket-soiree-tickets-1064050506709?aff=ebdssbdestsearch,-37.8026835,145.0027506
Manchester Unity Building Tour,2024-12-15,14:00,Manchester Unity Building,"Ground Floor 220 Collins Street Melbourne, VIC 3000",https://www.eventbrite.com.au/e/manchester-unity-building-tour-tickets-1004937092897?aff=ebdssbdestsearch,-37.8153781,144.9661231
CELEBRATE MEXICO: Tequila versus Mezcal Tasting & Lunch,2024-12-15,14:00,"Life's Too Short Bar, Tribeca Arcade, Victoria Parade, East Melbourne VIC, Australia","412 Victoria Parade #Shop 2 East Melbourne, VIC 3002",https://www.eventbrite.com.au/e/celebrate-mexico-tequila-versus-mezcal-tasting-lunch-tickets-886023970547?aff=ebdssbdestsearch,-37.8096207,144.985273
HELL UPSTAIRS,2024-12-15,07:30,Bad Decisions Bar,"46 Johnston Street Fitzroy, VIC 3065",https://www.eventbrite.com.au/e/hell-upstairs-tickets-1076268781899?aff=ebdssbdestsearch,-37.7982682,144.9762913
Seasons Greetings - Open House ‘Festive Days’ with Christmas Craft,2024-12-15,13:00,Como House and Garden,"Cnr Wiliams Road and Lechlade Ave South Yarra, VIC",https://www.eventbrite.com.au/e/seasons-greetings-open-house-festive-days-with-christmas-craft-tickets-1020335630337?aff=ebdssbdestsearch,-37.8385449,145.0050826
6 BANDS|SUNDAY ARVO|Groove for Grant: A Fundraiser to Help a Friend in Need,2024-12-15,13:00,Pockets Tullamarine,"217 Mickleham Road #11 Tullamarine, VIC 3049",https://www.eventbrite.com.au/e/6-bandssunday-arvogroove-for-grant-a-fundraiser-to-help-a-friend-in-need-tickets-1082880908949?aff=ebdssbdestsearch,-37.6854021,144.8807298
Christmas Bloom Wreath Workshop by Alula Fox at Handmade Market,2024-12-15,10:00,Coburg Town Hall,"90 Bell Street Coburg, VIC 3058",https://www.eventbrite.com/e/christmas-bloom-wreath-workshop-by-alula-fox-at-handmade-market-tickets-1032254499997?aff=ebdssbdestsearch,-37.7408943,144.9695726
MTG - Chaos Draft Event - Gameology BRUNSWICK - 15/12/2024,2024-12-15,11:00,Gameology Brunswick,"36 Hope Street Brunswick, VIC 3056",https://www.eventbrite.com.au/e/mtg-chaos-draft-event-gameology-brunswick-15122024-tickets-1052982126887?aff=ebdssbdestsearch,-37.7636924,144.9595539
Melbourne Galsmas Event (18+),2024-12-15,19:00,Fonda Mexican Windsor,"144 Chapel Street Windsor, VIC 3181",https://www.eventbrite.com.au/e/melbourne-galsmas-event-18-tickets-1095982345699?aff=ebdssbdestsearch,-37.8531602,144.9933892
GEOFF ACHISON and THE SOUL DIGGERS,2024-12-15,14:00,Way Out West Roots Music Club,"4 Market St, Newport VIC 3015, Australia",https://www.facebook.com/events/543100528176870/,-37.8439028,144.8823845
The Tonalists @ Bar 303,2024-12-15,0:00,Bar 303,"303 High St, Northcote VIC 3070, Australia",https://www.facebook.com/events/1094027902250562/,-37.7713296,144.99828116650363
The Repeters Christmas Show @ Oakleigh Music Hall,2024-12-15,14:30,Oakleigh Carnegie RSL,"95/97 Drummond St, Oakleigh VIC 3166, Australia",https://www.facebook.com/events/1430247790987979/,-37.8968576,145.08963741959553
Icecream Hands Christmas Show | Sun 15 Dec @ Northcote SC - with special guest Suzannah Espie,2024-12-15,00:00,Northcote Social Club,"301 High St, Northcote VIC 3070, Australia",https://www.facebook.com/events/1518841349510628/,-37.771471,144.998414
BARB WATERS TRIO,2024-12-15,00:00,The Merri Creek Tavern,"111 High St, Northcote VIC 3070, Australia",https://www.facebook.com/events/949674013733270/,-37.7794356,144.996838
"(Sun, Dec 15) JULIAN JAMES & THE MOONSHINE STATE (Single Launch)",2024-12-15,00:00,George Lane St Kilda,"1 George Ln, St Kilda VIC 3182, Australia",https://www.facebook.com/events/1802553366819364/,-37.85997305,144.9780306
Dave Johnstone Band & Cyclone Mavis at the Old Bar,2024-12-15,15:30,The Old Bar,"74-76 Johnston St, Fitzroy VIC 3065, Australia",https://www.facebook.com/events/1501363610582411/,-37.79833,144.97711
Rave Signal,2024-12-15,0:00,Howler,"7-11 Dawson St, Brunswick VIC 3056, Australia",https://www.facebook.com/events/2821725668004493/,-37.7720304,144.9596527
Ally Hocking Howe and Ragged Blossom,2024-12-15,0:00,Lulie Tavern,"225 Johnston St, Abbotsford VIC 3067, Australia",https://www.facebook.com/events/1497816807593958/,-37.8000264,144.9936498
Family Fun Day,2024-12-15,0:00,Sunshine City Club,"24 Talmage St, Albion VIC 3020, Australia",https://www.facebook.com/events/2585079715009650/,-37.779028,144.8243730166129
VAS End of Year Showcase,2024-12-15,18:30,"St Bernard's College 41 Rosehill Road Essendon West VIC , Aust ( Frank Fitzgerald Auditorium)","41 Rosehill Road Essendon West, VIC 3040",https://www.eventbrite.com.au/e/vas-end-of-year-showcase-tickets-1053041213617?aff=ebdssbdestsearch,-37.7482985,144.8831264
Songwriters in the Round,2024-12-15,16:00,Black Spark Cultural Centre,"126A Gladstone Avenue Northcote, VIC 3070",https://www.eventbrite.com/e/songwriters-in-the-round-tickets-1093931912799?aff=ebdssbdestsearch,-37.7649344,144.9915407
Befriend your inner critic,2024-12-15,14:00,Moss Studios,"101 Evans Street Brunswick, VIC 3056",https://www.eventbrite.co.nz/e/befriend-your-inner-critic-tickets-1083637060619?aff=ebdssbdestsearch,-37.77035559999999,144.9709215
Full Moon Womens Circle,2024-12-15,06:30,Merkaba Studio,"15 Mills Street Cheltenham, VIC 3192",https://www.eventbrite.com.au/e/full-moon-womens-circle-tickets-1045650588057?aff=ebdssbdestsearch,-37.9560125,145.0740554
Aria End Of Year Editions,2024-12-15,14:00,State of Grace,"27 King Street Melbourne, VIC 3000",https://www.eventbrite.com.au/e/aria-end-of-year-editions-tickets-1048369771207?aff=ebdssbdestsearch,-37.8197686,144.9570397
Summer Portraits Photography Workshop,2024-12-15,10:00,Melbourne,"Melbourne Melbourne, VIC",https://www.eventbrite.com.au/e/summer-portraits-photography-workshop-tickets-1097799109689?aff=ebdssbdestsearch,-37.8136276,144.9630576
FoodSocial Taste of Ghana Feast,2024-12-15,12:00,ReWine,"460 Queen Street Melbourne, VIC 3000",https://www.eventbrite.com.au/e/foodsocial-taste-of-ghana-feast-tickets-1077063539039?aff=ebdssbdestsearch,-37.8078259,144.9581953
SUNDAYLICIOUS | THE PRECINCT | SUNDAY DEC 15 | 3pm- 11pm | LGBTQIA+ event,2024-12-15,15:00,The Precinct Hotel,"60 Swan Street Cremorne, VIC 3121",https://www.eventbrite.com.au/e/sundaylicious-the-precinct-sunday-dec-15-3pm-11pm-lgbtqia-event-tickets-941690550787?aff=ebdssbdestsearch,-37.8248049,144.9898477
"Sound Spheres - Guided Meditation, Binaural Beats & Somatic Sensing.",2024-12-15,18:00,Centre of You,"Upstairs, 217 Chapel St Prahran Melbourne, VIC 3181",https://www.eventbrite.com.au/e/sound-spheres-guided-meditation-binaural-beats-somatic-sensing-tickets-1072013103049?aff=ebdssbdestsearch,-37.8509316,144.9933031
Christmas Bloom Vase Workshop by Alula Fox at Handmade Market,2024-12-15,10:00,Coburg Town Hall,"90 Bell Street Coburg, VIC 3058",https://www.eventbrite.com/e/christmas-bloom-vase-workshop-by-alula-fox-at-handmade-market-tickets-1085853720709?aff=ebdssbdestsearch,-37.7408943,144.9695726
